ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2015-01-05-commons.u1	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Willott, Jennifer Nancy	F	-
ParlaMint-GB_2015-01-05-commons.u2	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u3	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Willott, Jennifer Nancy	F	-
ParlaMint-GB_2015-01-05-commons.u4	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u5	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Cunningham, Alexander	M	-
ParlaMint-GB_2015-01-05-commons.u6	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u7	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Gwynne, Andrew John	M	-
ParlaMint-GB_2015-01-05-commons.u8	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u9	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Paice, James Edward Thornton	M	-
ParlaMint-GB_2015-01-05-commons.u10	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u11	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Pugh, John David	M	-
ParlaMint-GB_2015-01-05-commons.u12	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Brown, Nicholas Hugh	M	-
ParlaMint-GB_2015-01-05-commons.u13	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u14	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Chairperson	MP	CON	Conservative	Coalition	Bercow, John Simon	M	-
ParlaMint-GB_2015-01-05-commons.u15	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Pugh, John David	M	-
ParlaMint-GB_2015-01-05-commons.u16	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u17	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Brown, Nicholas Hugh	M	-
ParlaMint-GB_2015-01-05-commons.u18	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u19	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Spellar, John Francis	M	-
ParlaMint-GB_2015-01-05-commons.u20	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u21	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Jones, David Ian	M	-
ParlaMint-GB_2015-01-05-commons.u22	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Colvile, Oliver Newton	M	-
ParlaMint-GB_2015-01-05-commons.u23	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Blackman, Robert John	M	-
ParlaMint-GB_2015-01-05-commons.u24	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Mills, Nigel John	M	-
ParlaMint-GB_2015-01-05-commons.u25	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u26	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Jones, David Ian	M	-
ParlaMint-GB_2015-01-05-commons.u27	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u28	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Colvile, Oliver Newton	M	-
ParlaMint-GB_2015-01-05-commons.u29	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u30	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Blackman, Robert John	M	-
ParlaMint-GB_2015-01-05-commons.u31	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u32	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Mills, Nigel John	M	-
ParlaMint-GB_2015-01-05-commons.u33	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u34	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Jones, Kevan David	M	-
ParlaMint-GB_2015-01-05-commons.u35	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u36	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	McCarthy, Kerry Gillian	F	-
ParlaMint-GB_2015-01-05-commons.u37	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u38	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Blackwood, Nicola	F	-
ParlaMint-GB_2015-01-05-commons.u39	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u40	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Dakin, Nicholas	M	-
ParlaMint-GB_2015-01-05-commons.u41	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u42	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Dakin, Nicholas	M	-
ParlaMint-GB_2015-01-05-commons.u43	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u44	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Gray, James Whiteside	M	-
ParlaMint-GB_2015-01-05-commons.u45	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u46	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Hillier, Margaret Olivia	F	-
ParlaMint-GB_2015-01-05-commons.u47	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u48	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Bone, Peter William	M	-
ParlaMint-GB_2015-01-05-commons.u49	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u50	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Chairperson	MP	CON	Conservative	Coalition	Bercow, John Simon	M	-
ParlaMint-GB_2015-01-05-commons.u51	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u52	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	SNP	Scottish National Party	Opposition	Wishart, Peter	M	-
ParlaMint-GB_2015-01-05-commons.u53	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u54	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Baldry, Anthony Brian	M	-
ParlaMint-GB_2015-01-05-commons.u55	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u56	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Smith, Nicholas Desmond John	M	-
ParlaMint-GB_2015-01-05-commons.u57	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u58	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Smith, Nicholas Desmond John	M	-
ParlaMint-GB_2015-01-05-commons.u59	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u60	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Hanson, David George	M	-
ParlaMint-GB_2015-01-05-commons.u61	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u62	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Howell, John Michael	M	-
ParlaMint-GB_2015-01-05-commons.u63	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Featherstone, Lynne	F	-
ParlaMint-GB_2015-01-05-commons.u64	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Howell, John Michael	M	-
ParlaMint-GB_2015-01-05-commons.u65	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Featherstone, Lynne	F	-
ParlaMint-GB_2015-01-05-commons.u66	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Reed, Steven Mark Ward	M	-
ParlaMint-GB_2015-01-05-commons.u67	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Featherstone, Lynne	F	-
ParlaMint-GB_2015-01-05-commons.u68	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Kirby, Simon	M	-
ParlaMint-GB_2015-01-05-commons.u69	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Featherstone, Lynne	F	-
ParlaMint-GB_2015-01-05-commons.u70	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Brennan, Kevin Denis	M	-
ParlaMint-GB_2015-01-05-commons.u71	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Featherstone, Lynne	F	-
ParlaMint-GB_2015-01-05-commons.u72	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Ward, David	M	-
ParlaMint-GB_2015-01-05-commons.u73	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u74	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Ward, David	M	-
ParlaMint-GB_2015-01-05-commons.u75	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u76	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Teather, Sarah Louise	F	-
ParlaMint-GB_2015-01-05-commons.u77	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u78	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Teather, Sarah Louise	F	-
ParlaMint-GB_2015-01-05-commons.u79	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u80	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Griffith, Nia Rhiannon	F	-
ParlaMint-GB_2015-01-05-commons.u81	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u82	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Johnson, Diana Ruth	F	-
ParlaMint-GB_2015-01-05-commons.u83	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u84	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Elphicke, Brett Charles Anthony	M	-
ParlaMint-GB_2015-01-05-commons.u85	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u86	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Elphicke, Brett Charles Anthony	M	-
ParlaMint-GB_2015-01-05-commons.u87	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u88	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Vaz, Keith Anthony	M	-
ParlaMint-GB_2015-01-05-commons.u89	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u90	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Loughton, Timothy Paul	M	-
ParlaMint-GB_2015-01-05-commons.u91	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u92	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	UKIP	UK Independence Party	Opposition	Reckless, Mark	M	-
ParlaMint-GB_2015-01-05-commons.u93	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u94	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	UKIP	UK Independence Party	Opposition	Carswell, John Douglas Wilson	M	-
ParlaMint-GB_2015-01-05-commons.u95	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u96	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	UKIP	UK Independence Party	Opposition	Carswell, John Douglas Wilson	M	-
ParlaMint-GB_2015-01-05-commons.u97	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u98	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Baker, Steven John	M	-
ParlaMint-GB_2015-01-05-commons.u99	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u100	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Hollobone, Philip Thomas	M	-
ParlaMint-GB_2015-01-05-commons.u101	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u102	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Flello, Robert Charles Douglas	M	-
ParlaMint-GB_2015-01-05-commons.u103	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u104	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Flello, Robert Charles Douglas	M	-
ParlaMint-GB_2015-01-05-commons.u105	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u106	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Leigh, Edward Julian Egerton	M	-
ParlaMint-GB_2015-01-05-commons.u107	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u108	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Dromey, John Eugene Joseph	M	-
ParlaMint-GB_2015-01-05-commons.u109	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
ParlaMint-GB_2015-01-05-commons.u110	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Hames, Duncan	M	-
ParlaMint-GB_2015-01-05-commons.u111	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u112	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LD	Liberal Democrat	Coalition	Hames, Duncan	M	-
ParlaMint-GB_2015-01-05-commons.u113	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u114	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Turner, Andrew John	M	-
ParlaMint-GB_2015-01-05-commons.u115	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u116	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Turner, Andrew John	M	-
ParlaMint-GB_2015-01-05-commons.u117	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Brokenshire, James Peter	M	-
ParlaMint-GB_2015-01-05-commons.u118	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Lefroy, Jeremy John Elton	M	-
ParlaMint-GB_2015-01-05-commons.u119	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u120	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Lefroy, Jeremy John Elton	M	-
ParlaMint-GB_2015-01-05-commons.u121	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u122	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Cooper, Yvette	F	-
ParlaMint-GB_2015-01-05-commons.u123	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u124	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	LAB	Labour	Opposition	Cooper, Yvette	F	-
ParlaMint-GB_2015-01-05-commons.u125	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	May, Theresa Mary	F	-
ParlaMint-GB_2015-01-05-commons.u126	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Rosindell, Andrew Richard	M	-
ParlaMint-GB_2015-01-05-commons.u127	Minutes of the House of Commons, Daily Session 2015-01-05	2015-01-05	2015-01-05	Lower house	55					Reference	Regular	MP	CON	Conservative	Coalition	Penning, Michael	M	-
